trait_type	phenocode	pheno_sex	coding	modifier	description	description_more	coding_description	category	n_cases_full_cohort_both_sexes	n_cases_full_cohort_females	n_cases_full_cohort_males	pops	num_pops	n_cases_AFR	n_cases_AMR	n_cases_CSA	n_cases_EAS	n_cases_EUR	n_cases_MID	n_controls_AFR	n_controls_AMR	n_controls_CSA	n_controls_EAS	n_controls_EUR	n_controls_MID	saige_heritability_AFR	saige_heritability_AMR	saige_heritability_CSA	saige_heritability_EAS	saige_heritability_EUR	saige_heritability_MID	lambda_gc_AFR	lambda_gc_AMR	lambda_gc_CSA	lambda_gc_EAS	lambda_gc_EUR	lambda_gc_MID	filename	filename_tabix	aws_link	aws_link_tabix	wget	wget_tabix	size_in_bytes	size_in_bytes_tabix	md5_hex	md5_hex_tabix
continuous	22404	both_sexes		irnt	Posterior thigh lean muscle volume (right)	Posterior thigh muscles were defined as gluteus, iliacus, adductor and hamstring muscles.	NA	UK Biobank Assessment Centre > Imaging > Abdominal MRI > Abdominal composition	5715	0	0	EUR	1	NA	NA	NA	NA	5120	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7269e-01	NA	NA	NA	NA	NA	1.0189e+00	NA	continuous-22404-both_sexes-irnt.tsv.bgz	continuous-22404-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22404-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22404-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22404-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22404-both_sexes-irnt.tsv.bgz.tbi	405741599	1727619	d2197daf9a0a2cc5e3d3e0788ae9ac71	0183e3a2f320592894362960ceb7782a
continuous	22405	both_sexes		irnt	Anterior thigh lean muscle volume (left)	Anterior thigh muscles were defined as quadriceps femoris and sartorius.	NA	UK Biobank Assessment Centre > Imaging > Abdominal MRI > Abdominal composition	5664	0	0	CSA,EUR	2	NA	NA	63	NA	5073	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0000e+00	NA	2.2872e-01	NA	NA	NA	6.2695e-01	NA	1.0104e+00	NA	continuous-22405-both_sexes-irnt.tsv.bgz	continuous-22405-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22405-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22405-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22405-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22405-both_sexes-irnt.tsv.bgz.tbi	728301412	1847020	10ed459a4ae1a39580588841224e26e7	1bb6770305f1b36b42ed366b35a8219c
continuous	22406	both_sexes		irnt	Posterior thigh lean muscle volume (left)	Posterior thigh muscles were defined as gluteus, iliacus, adductor and hamstring muscles.	NA	UK Biobank Assessment Centre > Imaging > Abdominal MRI > Abdominal composition	5664	0	0	EUR	1	NA	NA	NA	NA	5073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4697e-01	NA	NA	NA	NA	NA	1.0232e+00	NA	continuous-22406-both_sexes-irnt.tsv.bgz	continuous-22406-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22406-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22406-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22406-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22406-both_sexes-irnt.tsv.bgz.tbi	405477972	1727866	7787d4784520445b1d00668c156660e8	c70f686639927f775df3daf97fec1383
continuous	22407	both_sexes		irnt	Visceral adipose tissue volume (VAT)	Visceral adipose tissue volume (VAT) is the volume of the adipose tissue within the abdominal cavity, excluding adipose tissue outside the abdominal skeletal muscles and adipose tissue and lipids within and posterior of the spine and posterior of the back muscles.	NA	UK Biobank Assessment Centre > Imaging > Abdominal MRI > Abdominal composition	5859	0	0	EUR	1	NA	NA	NA	NA	5249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1055e-01	NA	NA	NA	NA	NA	1.0476e+00	NA	continuous-22407-both_sexes-irnt.tsv.bgz	continuous-22407-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22407-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22407-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22407-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22407-both_sexes-irnt.tsv.bgz.tbi	407764287	1727821	ab38be609eba5a84c63d160662c0615e	d7055a25dc0b97e7ab6608a6dc46a682
continuous	22408	both_sexes		irnt	Abdominal subcutaneous adipose tissue volume (ASAT)	Abdominal subcutaneous adipose tissue volume (ASAT) is the volume of the subcutaneous adipose tissue in the abdomen from the top of the femoral head to the top of the thoracic vertebrae T9.	NA	UK Biobank Assessment Centre > Imaging > Abdominal MRI > Abdominal composition	5859	0	0	EUR	1	NA	NA	NA	NA	5249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6158e-01	NA	NA	NA	NA	NA	1.0382e+00	NA	continuous-22408-both_sexes-irnt.tsv.bgz	continuous-22408-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22408-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22408-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22408-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22408-both_sexes-irnt.tsv.bgz.tbi	408123327	1727675	e3e13165d79b06d87377245d619ff686	20b0176592f06dbd5e966880a31c6540
continuous	22409	both_sexes		irnt	Total thigh muscle volume	Total thigh muscle volume is a derived variable calculated as a sum of all thigh muscle groups.	NA	UK Biobank Assessment Centre > Imaging > Abdominal MRI > Abdominal composition	5613	0	0	EUR	1	NA	NA	NA	NA	5028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3382e-01	NA	NA	NA	NA	NA	1.0209e+00	NA	continuous-22409-both_sexes-irnt.tsv.bgz	continuous-22409-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22409-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22409-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22409-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22409-both_sexes-irnt.tsv.bgz.tbi	404978449	1727521	8c0d9090749d97777f2daadc52fd665e	5b9f89d142ebcee3bd1b32b70a0ff9b1
continuous	22410	both_sexes		irnt	Total trunk fat volume	Total trunk fat is a derived variable calculated as a sum of VAT and ASAT volumes.	NA	UK Biobank Assessment Centre > Imaging > Abdominal MRI > Abdominal composition	5859	0	0	EUR	1	NA	NA	NA	NA	5249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9833e-01	NA	NA	NA	NA	NA	1.0238e+00	NA	continuous-22410-both_sexes-irnt.tsv.bgz	continuous-22410-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22410-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22410-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22410-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22410-both_sexes-irnt.tsv.bgz.tbi	408188599	1727911	17eaacfe935a55d2b2ae01c09fa0048e	6d87037229b338e18ee81fc233b645eb
continuous	22501	both_sexes		irnt	Year ended full time education	Year ended full time education	NA	Online follow-up > Work environment	117908	65360	52548	CSA,EAS,EUR	3	NA	NA	801	402	106229	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6961e-01	0.0000e+00	0.0000e+00	NA	NA	NA	1.0260e+00	1.1404e+00	1.2245e+00	NA	continuous-22501-both_sexes-irnt.tsv.bgz	continuous-22501-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22501-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22501-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22501-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22501-both_sexes-irnt.tsv.bgz.tbi	1146237074	1947055	807213cfdfebc036c31703c57f7d4664	21671532f83420f08ec30f3867b2a32d
continuous	22503	both_sexes		irnt	Years of cough on most days	Participants who indicated they coughed on most days were asked:  "For how many years have you had this cough?"	NA	Online follow-up > Work environment > Medical information	16028	8420	7608	EUR	1	NA	NA	NA	NA	14606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0000e+00	NA	NA	NA	NA	NA	1.0000e+00	NA	continuous-22503-both_sexes-irnt.tsv.bgz	continuous-22503-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22503-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22503-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22503-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22503-both_sexes-irnt.tsv.bgz.tbi	440777445	1734270	0286886cb4fd89cd070e4400e6c27b09	ca32fbf3c3301609b6fcbc350307d0a2
continuous	22505	both_sexes		irnt	Years of bringing up phlegm/sputum/mucus on most days	Participants who indicated they brought up phlegm/sputum/mucus on most days were asked:  "For how many years have you had this phlegm/sputum/mucus?	NA	Online follow-up > Work environment > Medical information	10181	0	5813	EUR	1	NA	NA	NA	NA	9169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4408e-02	NA	NA	NA	NA	NA	1.0124e+00	NA	continuous-22505-both_sexes-irnt.tsv.bgz	continuous-22505-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22505-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22505-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22505-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22505-both_sexes-irnt.tsv.bgz.tbi	427475548	1731734	ab4263a65472f109083e06f0d7898709	a7efc811dc48fc7d7d972ef8478a9f61
continuous	22507	both_sexes		irnt	Age of stopping smoking	Participants who had stopped smoking where asked:  "At what age did you give up?"	NA	Online follow-up > Work environment > Medical information	42826	21214	21612	AFR,AMR,CSA,EUR	4	126	68	139	NA	38678	NA	NA	NA	NA	NA	NA	NA	1.7038e-01	4.9337e-01	1.4567e-01	NA	1.8843e-01	NA	1.0274e+00	1.0694e+00	9.7363e-01	NA	1.0608e+00	NA	continuous-22507-both_sexes-irnt.tsv.bgz	continuous-22507-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22507-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22507-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22507-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22507-both_sexes-irnt.tsv.bgz.tbi	1315493115	2007345	5a4e7f9c9c042b3845fa5aa9350e68c8	d7479a3596e9ef24a3c9f4d87b036464
continuous	22599	both_sexes			Number of jobs held	This is the number of jobs described by each participant who completed the Occupational questionnaire.	NA	Online follow-up > Work environment > Employment history	115426	64259	51167	AFR,AMR,CSA,EAS,EUR	5	503	157	771	387	104044	NA	NA	NA	NA	NA	NA	NA	2.9889e-01	0.0000e+00	5.3081e-01	1.9195e-01	0.0000e+00	NA	9.9416e-01	8.3075e-01	1.0119e+00	1.0084e+00	1.0478e+00	NA	continuous-22599-both_sexes.tsv.bgz	continuous-22599-both_sexes.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22599-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22599-both_sexes.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22599-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22599-both_sexes.tsv.bgz.tbi	1671149459	2090855	40200a468c98d2a621253996417a02fd	1b6fa23e64e8a07edb6d630df89cd6c3
continuous	22602	both_sexes		irnt	Year job started	Year job started	NA	Online follow-up > Work environment > Employment history	116983	64862	52121	CSA,EAS,EUR	3	NA	NA	756	393	105483	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0000e+00	0.0000e+00	0.0000e+00	NA	NA	NA	9.0975e-01	9.4441e-01	1.0809e+00	NA	continuous-22602-both_sexes-irnt.tsv.bgz	continuous-22602-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22602-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22602-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22602-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22602-both_sexes-irnt.tsv.bgz.tbi	1146030426	1946636	cbf653d4dd706f6fd34873a3c1c3c789	717aee01f4cd505e65e916f41d6c227f
continuous	22603	both_sexes		irnt	Year job ended	Year job ended	NA	Online follow-up > Work environment > Employment history	109570	61228	48342	AFR,CSA,EAS,EUR	4	439	NA	614	348	99152	NA	NA	NA	NA	NA	NA	NA	5.8303e-01	NA	7.2428e-01	2.8985e-01	0.0000e+00	NA	1.0039e+00	NA	1.0193e+00	1.0375e+00	1.0096e+00	NA	continuous-22603-both_sexes-irnt.tsv.bgz	continuous-22603-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22603-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22603-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22603-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22603-both_sexes-irnt.tsv.bgz.tbi	1492076452	2034156	4a7635fcf648c1b5e2cdd5306683d282	38e9133cc5ed2cadffcc3bbfe4720814
continuous	22605	both_sexes		irnt	Work hours per week - exact value	Participants were asked "On average, how many hours a week did you work?". They were able to select a lumped category or enter a precise number of hours. This field captures the results for participants who entered a precise number.	NA	Online follow-up > Work environment > Employment history	43170	22699	20471	EAS,EUR	2	NA	NA	NA	113	39170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0000e+00	0.0000e+00	NA	NA	NA	NA	8.3577e-01	1.0156e+00	NA	continuous-22605-both_sexes-irnt.tsv.bgz	continuous-22605-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22605-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22605-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22605-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22605-both_sexes-irnt.tsv.bgz.tbi	855530165	1867459	c7eee9635df5bd9eaf03834f3e355646	4593777f95f9fa5c453bc8ac8cde7254
continuous	22641	both_sexes		irnt	Period spent working mix of day and night shifts	Participants who indicated they worked a mix of day and night shifts (but not for whole of job) were asked: "For how long did you work a mixture of day and night shifts?"	NA	Online follow-up > Work environment > Employment history	8612	0	5247	EUR	1	NA	NA	NA	NA	7787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3127e-02	NA	NA	NA	NA	NA	9.9996e-01	NA	continuous-22641-both_sexes-irnt.tsv.bgz	continuous-22641-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22641-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22641-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22641-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22641-both_sexes-irnt.tsv.bgz.tbi	422785709	1731035	a1c2ac749c86df43b1045922b515f6b0	d55bb65adfd83720672c109c28047bf9
continuous	22642	both_sexes			Usual length of each night shift during mixed shift periods	Participants who worked a mix of day and night shifts were asked:   "Please tell us about the most common night shift pattern you had during this time: How many hours was each night shift usually?"	NA	Online follow-up > Work environment > Employment history	25977	10940	15037	EAS,EUR	2	NA	NA	NA	108	23311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0000e+00	0.0000e+00	NA	NA	NA	NA	9.5179e-01	1.0265e+00	NA	continuous-22642-both_sexes.tsv.bgz	continuous-22642-both_sexes.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22642-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22642-both_sexes.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22642-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22642-both_sexes.tsv.bgz.tbi	828652601	1861973	0d9f30e4a95590a89def73cb3afe1afe	fe16414859208d49700135df8eb6ac95
continuous	22643	both_sexes		irnt	Number of night shifts worked monthly during mixed shift periods	Participants who worked a mix of day and night shifts were asked:   "Please tell us about the most common night shift pattern you had during this time: How many night shifts a month did you usually work?"	NA	Online follow-up > Work environment > Employment history	25977	10940	15037	AFR,CSA,EAS,EUR	4	186	NA	205	108	23311	NA	NA	NA	NA	NA	NA	NA	0.0000e+00	NA	1.0179e-01	1.4736e-01	2.4496e-02	NA	9.4430e-01	NA	1.0079e+00	9.9425e-01	1.0083e+00	NA	continuous-22643-both_sexes-irnt.tsv.bgz	continuous-22643-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22643-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22643-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22643-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22643-both_sexes-irnt.tsv.bgz.tbi	1327511948	2007041	a9508839cfbb1c42b8235ecd708434a1	5bbf676f27034ef22773ce843ff788e6
continuous	22644	both_sexes		irnt	Consecutive night shifts during mixed shift periods	Participants who worked a mix of day and night shifts were asked:   "Please tell us about the most common night shift pattern you had during this time: How many night shifts in a row did you usually work before a change of shift or rest day?"	NA	Online follow-up > Work environment > Employment history	25124	10668	14456	AFR,CSA,EAS,EUR	4	176	NA	191	103	22571	NA	NA	NA	NA	NA	NA	NA	0.0000e+00	NA	2.9202e-01	1.3907e-01	0.0000e+00	NA	9.8244e-01	NA	1.0501e+00	1.0234e+00	1.0189e+00	NA	continuous-22644-both_sexes-irnt.tsv.bgz	continuous-22644-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22644-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22644-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22644-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22644-both_sexes-irnt.tsv.bgz.tbi	1317860985	2005508	185008b17132095aca80f59248f579d1	0b853b85c4eb3e2791e6f4776bb97a0e
continuous	22645	both_sexes			Rest days during mixed shift periods	Participants who worked a mix of day and night shifts were asked:   "Please tell us about the most common night shift pattern you had during this time: How many rest days did you usually have after working a block of night shifts?"	NA	Online follow-up > Work environment > Employment history	22389	9597	12792	AFR,EAS,EUR	3	174	NA	NA	89	20137	NA	NA	NA	NA	NA	NA	NA	0.0000e+00	NA	NA	0.0000e+00	0.0000e+00	NA	5.6368e-01	NA	NA	9.3028e-01	1.0016e+00	NA	continuous-22645-both_sexes.tsv.bgz	continuous-22645-both_sexes.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22645-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22645-both_sexes.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22645-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22645-both_sexes.tsv.bgz.tbi	1133738040	1944420	e52f0e583aa03997e7813121796eaf62	4021d223c70a4901962682e50c2d0540
continuous	22661	both_sexes			Number of gap periods	This is the number of distinct periods in which a participant was not working in paid employment for at least 20 hours each week.	NA	Online follow-up > Work environment > Employment history	115426	64259	51167	AFR,CSA,EAS,EUR	4	503	NA	771	387	104044	NA	NA	NA	NA	NA	NA	NA	2.9517e-01	NA	1.7367e-01	0.0000e+00	0.0000e+00	NA	1.0028e+00	NA	9.8500e-01	9.5791e-01	9.9735e-01	NA	continuous-22661-both_sexes.tsv.bgz	continuous-22661-both_sexes.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22661-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22661-both_sexes.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22661-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22661-both_sexes.tsv.bgz.tbi	1509635706	2037135	ee123cff0c0da585f7cea2908c52bcd5	43fbda0e51143cae284f121ecc51ec62
continuous	22663	both_sexes		irnt	Year gap started	Year gap started	NA	Online follow-up > Work environment > Employment history	92937	55017	37920	AMR,CSA,EAS,EUR	4	NA	120	524	288	84306	NA	NA	NA	NA	NA	NA	NA	NA	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	NA	NA	7.5707e-01	7.0967e-01	9.6903e-01	1.0052e+00	NA	continuous-22663-both_sexes-irnt.tsv.bgz	continuous-22663-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22663-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22663-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22663-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22663-both_sexes-irnt.tsv.bgz.tbi	1280987281	1999827	f597d134d1123ab94006d65cad1aaa00	46ce1a164d234bee8185a713ecf9c8b8
continuous	22664	both_sexes		irnt	Year gap ended	Year gap ended	NA	Online follow-up > Work environment > Employment history	54978	41485	13493	AFR,AMR,CSA,EAS,EUR	5	254	94	344	213	49540	NA	NA	NA	NA	NA	NA	NA	0.0000e+00	1.4599e-01	0.0000e+00	2.9128e-01	0.0000e+00	NA	7.1028e-01	1.0346e+00	5.4324e-01	9.9945e-01	9.9193e-01	NA	continuous-22664-both_sexes-irnt.tsv.bgz	continuous-22664-both_sexes-irnt.tsv.bgz.tbi	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22664-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22664-both_sexes-irnt.tsv.bgz.tbi	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-22664-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/continuous-22664-both_sexes-irnt.tsv.bgz.tbi	1563726467	2074431	d4ba314203140cee6b2c8f32ec12f69c	917e2a21b10c7f78c3d5659200f9e454
